2.583333333333333037e-01,4.597726452772731287e-01,-3.480442627829090085e-01
2.666666666666666630e-01,4.637466414709245366e-01,-3.511420191924676804e-01
2.750000000000000222e-01,4.694712239202033510e-01,-3.549814288240396021e-01
2.833333333333333259e-01,4.778600896501850603e-01,-3.592088052046040758e-01
2.916666666666666852e-01,4.883024542988759764e-01,-3.639965914814113912e-01
2.999999999999999889e-01,5.007569016599718870e-01,-3.694741496099679390e-01
3.083333333333333481e-01,5.151484245725873601e-01,-3.761071136131695081e-01
3.166666666666666519e-01,5.305850612123014232e-01,-3.835630095099867853e-01
3.250000000000000111e-01,5.473633949232163953e-01,-3.924891186442278634e-01
3.333333333333333148e-01,5.648703455475585500e-01,-4.013361775672120713e-01
3.416666666666666741e-01,5.826855123717972207e-01,-4.111466170624401562e-01
3.499999999999999778e-01,6.002228458510880937e-01,-4.215751605844063610e-01
3.583333333333333370e-01,6.176110564609568199e-01,-4.327883014910600679e-01
3.666666666666666408e-01,6.343934379849950345e-01,-4.448959022356647752e-01
3.750000000000000000e-01,6.504811847326529284e-01,-4.573921175879326340e-01
3.833333333333333037e-01,6.658590651729233700e-01,-4.711609448990483617e-01
3.916666666666666630e-01,6.799793643641809382e-01,-4.858631072075896284e-01
4.000000000000000222e-01,6.928587089667841425e-01,-5.013580801120272046e-01
4.083333333333333259e-01,7.048465505846475132e-01,-5.179127578101864193e-01
4.166666666666666852e-01,7.149582393679007053e-01,-5.347979029017730923e-01
4.249999999999999889e-01,7.237916728324097493e-01,-5.525162038884621207e-01
4.333333333333333481e-01,7.311118922125394715e-01,-5.704550933488865549e-01
4.416666666666666519e-01,7.368061974258918179e-01,-5.887103193793614686e-01
4.500000000000000111e-01,7.412459779213161903e-01,-6.071502256470979741e-01
4.583333333333333148e-01,7.450023736799762375e-01,-6.252183404378520715e-01
4.666666666666666741e-01,7.459270263188526595e-01,-6.434319707583902037e-01
