4.749999999999999778e-01,7.445173488755695290e-01,-6.615477980016800652e-01
4.833333333333333370e-01,7.419374014293339537e-01,-6.793448127655450364e-01
4.916666666666666408e-01,7.370412351621581371e-01,-6.970045267021336421e-01
5.000000000000000000e-01,7.300201506321386535e-01,-7.142887295936262149e-01
5.083333333333333037e-01,7.219249376854181000e-01,-7.311339912496037652e-01
5.166666666666666075e-01,7.117892162453994809e-01,-7.469003803640744676e-01
5.250000000000000222e-01,6.994529392618230590e-01,-7.620733822383349843e-01
5.333333333333333259e-01,6.850766139936886878e-01,-7.762894585786362933e-01
5.416666666666666297e-01,6.677796477903724659e-01,-7.897152657656122399e-01
5.500000000000000444e-01,6.490830583474381799e-01,-8.026452624396261948e-01
5.583333333333333481e-01,6.285934836485338462e-01,-8.146179823728372238e-01
5.666666666666666519e-01,6.064069968546460521e-01,-8.255125376144178961e-01
5.749999999999999556e-01,5.836823087441487257e-01,-8.352993028327988512e-01
5.833333333333333703e-01,5.600363157737114905e-01,-8.443976369437641294e-01
5.916666666666666741e-01,5.358803351758451017e-01,-8.530096463526600781e-01
5.999999999999999778e-01,5.117229853591865885e-01,-8.611398794314157890e-01
6.083333333333332815e-01,4.872673550702043554e-01,-8.677720015164376299e-01
6.166666666666666963e-01,4.632855210598019191e-01,-8.729843473925337216e-01
6.250000000000000000e-01,4.403426004831740848e-01,-8.769676589706545400e-01
6.333333333333333037e-01,4.176456105132382857e-01,-8.806518370229197146e-01
6.416666666666666075e-01,3.964020954125985208e-01,-8.841107001452181979e-01
6.500000000000000222e-01,3.772190326425930995e-01,-8.873507308179238162e-01
6.583333333333333259e-01,3.611184654846978370e-01,-8.906099135554215174e-01
6.666666666666666297e-01,3.487563389087554588e-01,-8.933966858458401994e-01
6.750000000000000444e-01,3.405581808754325479e-01,-8.955195314513393345e-01
6.833333333333333481e-01,3.357094955332409203e-01,-8.967606842995115013e-01
