0.000000000000000000e+00,3.254897368664543267e-01,-8.936601621630331227e-01
8.333333333333333218e-03,3.269525745636264746e-01,-8.900745220853243378e-01
1.666666666666666644e-02,3.291453697577698678e-01,-8.852161029552397808e-01
2.500000000000000139e-02,3.325515378590233051e-01,-8.787672389395526640e-01
3.333333333333333287e-02,3.359679291751946351e-01,-8.703859355971451661e-01
4.166666666666666435e-02,3.399923931724491144e-01,-8.602826055064219934e-01
5.000000000000000278e-02,3.442824786600893194e-01,-8.480163473642363670e-01
5.833333333333333426e-02,3.491627944160899943e-01,-8.333700759417705939e-01
6.666666666666666574e-02,3.539444568538996361e-01,-8.171722977308741864e-01
7.499999999999999722e-02,3.592159525538891618e-01,-7.986980555707734464e-01
8.333333333333332871e-02,3.650546213240065674e-01,-7.787279749159550235e-01
9.166666666666666019e-02,3.714736542000802166e-01,-7.570136703552537982e-01
1.000000000000000056e-01,3.778634091460778555e-01,-7.333904140887657075e-01
1.083333333333333370e-01,3.843281155915927449e-01,-7.087376395403870433e-01
1.166666666666666685e-01,3.909623919130325032e-01,-6.824655080692988429e-01
1.250000000000000000e-01,3.974843175627018055e-01,-6.555879713420276200e-01
1.333333333333333315e-01,4.039229239569012142e-01,-6.276668544291764684e-01
1.416666666666666630e-01,4.105347405162689256e-01,-5.992839591518326348e-01
1.499999999999999944e-01,4.170243715585888467e-01,-5.709676427131310517e-01
1.583333333333333259e-01,4.225962714348362459e-01,-5.424340160626357488e-01
1.666666666666666574e-01,4.286362937160109743e-01,-5.141503176252475438e-01
1.749999999999999889e-01,4.343193225662036472e-01,-4.862841172426772829e-01
1.833333333333333204e-01,4.388840687436094123e-01,-4.590381204102663704e-01
1.916666666666666519e-01,4.427400928215209919e-01,-4.330911887270484373e-01
2.000000000000000111e-01,4.457518663108581691e-01,-4.092233080346499019e-01
2.083333333333333426e-01,4.483554727983301014e-01,-3.883470340886382433e-01
2.166666666666666741e-01,4.505788138762804040e-01,-3.709451157561682866e-01
2.250000000000000056e-01,4.521774015580295458e-01,-3.582143602029230767e-01
2.333333333333333370e-01,4.540392733371415579e-01,-3.502929538788304153e-01
2.416666666666666685e-01,4.553027656528993994e-01,-3.465550328228148569e-01
2.500000000000000000e-01,4.569055513590115636e-01,-3.463931905575849957e-01
